date,st_time,en_time,campus,room,program,shift,group,course,study_title,lecturer_code
04/11/2019,08:30 AM,10:00 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB101,Study Title 04-11,<000066>
04/11/2019,10:00 AM,10:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB102,Study Title 04-11,<000066>
04/11/2019,10:30 AM,11:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
04/11/2019,11:30 AM,01:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,A,MB103,Study Title 04-11,<000066>
04/11/2019,11:30 AM,01:00 PM,DDC,DDC-B02-R2002,MBBS,Morning,B,MB203,Study Title 04-11,<000066>
04/11/2019,01:00 PM,03:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,A,MB104,Study Title 04-11,<000066>
04/11/2019,01:00 PM,03:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,B,MB105,Study Title 04-11,<000066>
05/11/2019,08:30 AM,10:00 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB204,Study Title 05-11,<000066>
05/11/2019,10:00 AM,10:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB202,Study Title 05-11,<000066>
05/11/2019,10:30 AM,11:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
05/11/2019,11:30 AM,01:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB201,Study Title 05-11,<000066>
05/11/2019,01:00 PM,02:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,A,MB203,Study Title 05-11,<000066>
05/11/2019,01:00 PM,02:00 PM,DDC,DDC-B02-R2002,MBBS,Morning,B,SEMINAR,Study Title 05-11,<000066>
06/11/2019,08:30 AM,10:00 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB204,Study Title 06-11,<000066>
06/11/2019,10:00 AM,10:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB205,English,<000066>
06/11/2019,10:30 AM,11:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
06/11/2019,11:30 AM,01:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB202,English,<000066>
06/11/2019,01:00 PM,03:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,A,MB201,Study Title 06-11,<000066>
06/11/2019,01:00 PM,03:00 PM,DDC,DDC-B02-R2002,MBBS,Morning,B,OFF,0,0
07/11/2019,08:30 AM,10:00 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB104,Study Title 07-11,<000066>
07/11/2019,10:00 AM,10:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB201,Study Tile 07-11,<000066>
07/11/2019,10:30 AM,11:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
07/11/2019,11:30 AM,01:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB101,Study PD,<000066>
07/11/2019,01:00 PM,02:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB102,Study Title 07-11,<000066>
07/11/2019,02:00 PM,03:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB103,Study Title 07-11,<000066>
08/11/2019,08:30 AM,10:00 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB205,Study Title 08-11,<000066>
08/11/2019,10:00 AM,10:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB202,Study Title,<000066>
08/11/2019,10:30 AM,11:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
08/11/2019,11:30 AM,01:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB103,Study Title,<000066>
08/11/2019,01:00 PM,02:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,A,MB104,Study Title 08-11,<000066>
08/11/2019,01:00 PM,02:00 PM,DDC,DDC-B02-R2002,MBBS,Morning,B,MB205,Study Title 08-11,<000066>
09/11/2019,08:30 AM,10:00 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB105,Study Title 09-11,<000066>
09/11/2019,10:00 AM,10:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB104,Study Tile 09-11,<000066>
09/11/2019,10:30 AM,11:30 AM,DDC,DDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
09/11/2019,11:30 AM,01:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB205,Study PD,<000066>
09/11/2019,01:00 PM,02:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB204,Study Title 09-11,<000066>
09/11/2019,02:00 PM,03:00 PM,DDC,DDC-B01-R0101,MBBS,Morning,0,MB203,Study Title 09-11,<000066>
