date,st_time,en_time,campus,room,program,shift,group,course,study_title,lecturer_code
04/11/2019,08:30 AM,09:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB101,Study Title 04-11,<000126>
04/11/2019,09:30 AM,11:00 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB102,Study Title 04-11,<000126>
04/11/2019,11:00 AM,11:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
04/11/2019,11:30 AM,12:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB103,Study Title 04-11,<000126>
04/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,A,MB104,Study Title 04-11,<000126>
04/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B02-R3003,MBBS,Morning,B,MB105,Study Title 04-11,<000126>
05/11/2019,08:30 AM,09:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB204,Study Title 05-11,<000126>
05/11/2019,09:30 AM,11:00 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB202,Study Title 05-11,<000126>
05/11/2019,11:00 AM,11:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
05/11/2019,11:30 AM,12:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB201,Study Title 05-11,<000126>
05/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,A,MB203,Study Title 05-11,<000126>
05/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B02-R3003,MBBS,Morning,B,SEMINAR,Study Title 05-11,<000126>
06/11/2019,08:30 AM,09:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB204,Study Title 06-11,<000126>
06/11/2019,09:30 AM,11:00 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB205,English,<000126>
06/11/2019,11:00 AM,11:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
06/11/2019,11:30 AM,12:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB202,English,<000126>
06/11/2019,12:30 PM,01:00 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB201,Study Title 06-11,<000126>
06/11/2019,01:00 PM,02:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,OFF,0,0
07/11/2019,08:30 AM,09:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB104,Study Title 07-11,<000126>
07/11/2019,09:30 AM,11:00 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB201,Study Tile 07-11,<000126>
07/11/2019,11:00 AM,11:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
07/11/2019,11:30 AM,12:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB101,Study PD,<000126>
07/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,A,MB102,Study Title 07-11,<000126>
07/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B02-R3003,MBBS,Morning,B,MB103,Study Title 07-11,<000126>
08/11/2019,08:30 AM,09:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB205,Study Title 08-11,<000126>
08/11/2019,09:30 AM,11:00 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB202,Study Title,<000126>
08/11/2019,11:00 AM,11:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
08/11/2019,11:30 AM,12:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB103,Study Title,<000126>
08/11/2019,12:30 PM,01:00 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB104,Study Title 08-11,<000126>
08/11/2019,01:00 PM,02:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,OFF,0,0
09/11/2019,08:30 AM,09:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB105,Study Title 09-11,<000126>
09/11/2019,09:30 AM,11:00 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB104,Study Tile 09-11,<000126>
09/11/2019,11:00 AM,11:30 AM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,BREAK,0,0
09/11/2019,11:30 AM,12:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,0,MB205,Study PD,<000126>
09/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B01-R0101,MBBS,Morning,A,MB204,Study Title 09-11,<000126>
09/11/2019,12:30 PM,02:30 PM,DIDC,DIDC-B02-R3003,MBBS,Morning,B,MB203,Study Title 09-11,<000126>
