date,st_time,en_time,campus,room,program,shift,group,course,study_title,lecturer_code
18/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
18/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
18/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
18/11/2019,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
18/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
19/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD201,Study Title 911,<000006>
19/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD202,Study Title 811,<000006>
19/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
19/11/2019,01:00 AM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
19/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,A,BD204,Study Title 711,<000006>
19/11/2019,02:00 PM,03:00 PM,DMC,DMC-B02-R4004,BDS,Morning,B,BD104,Study Title 622,<000006>
20/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 611,<000006>
20/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD102,Study Title 511,<000006>
20/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
20/11/2019,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,A,BD103,Study Title 411,<000006>
20/11/2019,02:00 PM,03:00 PM,DMC,DMC-B02-R4004,BDS,Morning,B,BREAK,0,0
21/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 211,<000006>
21/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD105,English,<000006>
21/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
21/11/2019,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD102,English,<000006>
21/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD101,Study Title 2211,<000006>
22/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD204,Study Title 2311,<000006>
22/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD101,Study Tile 4411,<000006>
22/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
22/11/2019,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD201,Study PD,<000006>
22/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD202,Study Title 5511,<000006>
23/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD205,Study Title 6611,<000006>
23/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD204,Study Tile 7711,<000006>
23/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
23/11/2019,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,A,BD105,Study 105,<000006>
23/11/2019,01:00 PM,02:00 PM,DMC,DMC-B02-R4004,BDS,Morning,B,BD205,Study 205,<000006>
23/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 8811,<000006>
24/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD205,Study Title 9911,<000006>
24/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD204,Study Tile 4544,<000006>
24/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0
24/11/2019,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD105,Study PD,<000006>
24/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 3355,<000006>
25/11/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
25/11/2019,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
25/11/2019,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
25/11/2019,01:00 AM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
25/11/2019,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0
