date,st_time,en_time,campus,room,program,shift,group,course,study_title,lecturer_code,
2019-11-10,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-10,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-10,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-10,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-10,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-11,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD201,Study Title 911,<000081>,
2019-11-11,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD202,Study Title 811,<000082>,
2019-11-11,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-11,01:00 AM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-11,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,A,BD204,Study Title 711,<000085>,
2019-11-11,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,B,BD104,Study Title 622,<000085>,
2019-11-12,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 611,<000098>,
2019-11-12,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD102,Study Title 511,<000088>,
2019-11-12,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-12,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,A,BD103,Study Title 411,<000094>,
2019-11-12,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,B,BREAK,0,0,
2019-11-13,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 211,<000082>,
2019-11-13,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD105,English,<000099>,
2019-11-13,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-13,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD102,English,<000089>,
2019-11-13,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD101,Study Title 2211,<000083>,
2019-11-14,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD204,Study Title 2311,<000089>,
2019-11-14,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD101,Study Tile 4411,<000099>,
2019-11-14,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-14,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD201,Study PD,<000093>,
2019-11-14,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD202,Study Title 5511,<000086>,
2019-11-15,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD205,Study Title 6611,<000096>,
2019-11-15,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD204,Study Tile 7711,<000088>,
2019-11-15,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-15,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,A,BD105,Study 105,<000094>,
2019-11-15,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,B,BD205,Study 205,<000094>,
2019-11-15,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 8811,<000093>,
2019-11-16,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD205,Study Title 9911,<000096>,
2019-11-16,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,BD204,Study Tile 4544,<000088>,
2019-11-16,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BREAK,0,0,
2019-11-16,01:00 PM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD105,Study PD,<000094>,
2019-11-16,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,BD104,Study Title 3355,<000093>,
2019-11-17,08:30 AM,09:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-17,09:30 AM,11:30 AM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-17,11:30 AM,01:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-17,01:00 AM,02:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
2019-11-17,02:00 PM,03:00 PM,DMC,DMC-B01-R0102,BDS,Morning,0,OFF,0,0,
