date,st_time,en_time,campus,room,program,shift,group,course,study_title,lecturer_code,
2019-11-10,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-10,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-10,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-10,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-10,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-11,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Title 111,<000098>,
2019-11-11,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-11,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Title 222,<000082>,
2019-11-11,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB203,Study Title 333,<000094>,
2019-11-11,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,B,MB105,Study Title 444,<000098>,
2019-11-12,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB204,Study Title 555,<000082>,
2019-11-12,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-12,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB102,ST 111,<000089>,
2019-11-12,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-12,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB201,Study Title 666,<000083>,
2019-11-13,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB204,Study Title 777,<000089>,
2019-11-13,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-13,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-13,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB202,Study Title 888,<000086>,
2019-11-13,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,B,MB203,Study Title 999,<000096>,
2019-11-14,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB105,Study Title 112,<000089>,
2019-11-14,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-14,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB203,Study Title 113,<000081>,
2019-11-14,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB204,Study Title 221,<000086>,
2019-11-15,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB205,Study Title 223,<000096>,
2019-11-15,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-15,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB105,Study 221,<000094>,
2019-11-15,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB104,Study Title 224,<000093>,
2019-11-15,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,B,MB103,Study Title 225,<000083>,
2019-11-16,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB205,Study Title 334,<000096>,
2019-11-16,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0,
2019-11-16,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB105,Study 335,<000094>,
2019-11-16,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB104,Study Title 223,<000093>,
2019-11-16,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,B,MB103,Study Title 335,<000083>,
2019-11-17,08:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-17,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-17,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-17,11:00 AM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-17,01:00 PM,02:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
2019-11-17,02:00 PM,03:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0,
