date,st_time,en_time,campus,room,program,shift,group,course,study_title,lecturer_code
09/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB101,Study Title 04-11,<000006>
09/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB102,Study Title 04-11,<000006>
09/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
09/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB203,Study Title 04-11,<000006>
09/12/2019,12:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB104,Study Title 04-11,<000006>
09/12/2019,12:00 PM,02:30 PM,DMC,DMC-B02-R1001,MBBS,Morning,B,MB205,Study Title 04-11,<000006>
10/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Title 05-11,<000006>
10/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB202,Study Title 05-11,<000006>
10/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
10/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB204,Study Title 05-11,<000006>
10/12/2019,12:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB103,Study Title 05-11,<000006>
10/12/2019,12:00 PM,02:30 PM,DMC,DMC-B02-R1001,MBBS,Morning,B,MB205,Study Title 05-11,<000006>
11/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Title 06-11,<000006>
11/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB205,English,<000006>
11/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
11/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB202,English,<000006>
11/12/2019,12:00 PM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB101,Study Title 06-11,<000006>
11/12/2019,01:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
12/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Title 07-11,<000006>
12/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB201,Study Tile 07-11,<000006>
12/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
12/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB101,Study PD,<000006>
12/12/2019,12:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB102,Study Title 07-11,<000006>
12/12/2019,12:00 PM,02:30 PM,DMC,DMC-B02-R1001,MBBS,Morning,B,MB103,Study Title 07-11,<000006>
13/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB205,Study Title 08-11,<000006>
13/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB202,Study Title,<000006>
13/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
13/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB103,Study Title,<000006>
13/12/2019,12:00 PM,01:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Title 08-11,<000006>
13/12/2019,01:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
14/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB105,Study Title 09-11,<000006>
14/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB104,Study Tile 09-11,<000006>
14/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,BREAK,0,0
14/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,MB205,Study PD,<000006>
14/12/2019,12:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,A,MB204,Study Title 09-11,<000006>
14/12/2019,12:00 PM,02:30 PM,DMC,DMC-B02-R1001,MBBS,Morning,B,MB203,Study Title 09-11,<000006>
15/12/2019,08:30 AM,09:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0
15/12/2019,09:30 AM,10:30 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0
15/12/2019,10:30 AM,11:00 AM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0
15/12/2019,11:00 AM,12:00 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0
15/12/2019,12:00 PM,02:30 PM,DMC,DMC-B01-R0101,MBBS,Morning,0,OFF,0,0
15/12/2019,12:00 PM,02:30 PM,DMC,DMC-B02-R1001,MBBS,Morning,0,OFF,0,0
